,coef,p,t,condition,model,feature
0,0.0022707586219940694,1.0534357435779847e-37,12.875316769291228,sexual_orientation,Rating_z_score ~ F0_mean,F0_mean
1,0.005608012784171737,5.048490231247882e-41,13.460183745551815,sexual_orientation,Rating_z_score ~ F0_std,F0_std
2,0.0019322001459076488,8.227581514590108e-34,12.155037401843817,sexual_orientation,Rating_z_score ~ F0_range,F0_range
3,0.001746181130202273,1.5888418145764682e-46,14.379216644385622,sexual_orientation,Rating_z_score ~ F0_90,F0_90
4,0.0016935625180667345,7.516582706928251e-17,8.349938268674233,sexual_orientation,Rating_z_score ~ F0_10,F0_10
5,-0.0028621142498374635,1.854797505552826e-08,-5.628559063744936,sexual_orientation,Rating_z_score ~ AA_avg_dur,AA_avg_dur
6,-0.002355199616608309,2.2010769740452478e-26,-10.651626962937106,sexual_orientation,Rating_z_score ~ AE_avg_dur,AE_avg_dur
7,0.00043350970649418195,0.11468785662200164,1.577573931024032,sexual_orientation,Rating_z_score ~ AH_avg_dur,AH_avg_dur
8,0.00019800295806926793,0.6166451728438755,0.5006226799115354,sexual_orientation,Rating_z_score ~ AO_avg_dur,AO_avg_dur
9,0.0025660251947212647,2.9161527641074526e-156,26.99960434310883,sexual_orientation,Rating_z_score ~ AR_avg_dur,AR_avg_dur
10,0.002435363629547359,2.7196315957337037e-05,4.197257407012986,sexual_orientation,Rating_z_score ~ AW_avg_dur,AW_avg_dur
11,0.004302980688564496,5.505023794676299e-06,4.546452633855174,sexual_orientation,Rating_z_score ~ AX_avg_dur,AX_avg_dur
12,0.0018035992409976762,1.496223507001085e-17,8.539542994572306,sexual_orientation,Rating_z_score ~ AY_avg_dur,AY_avg_dur
13,-0.002898342600603385,0.004952713132784789,-2.8105742097813797,sexual_orientation,Rating_z_score ~ B_avg_dur,B_avg_dur
14,0.007645594996737638,1.5929521348513497e-08,5.654820643041929,sexual_orientation,Rating_z_score ~ CH_avg_dur,CH_avg_dur
15,-0.0034978065779974537,4.368349123352862e-27,-10.802427338478985,sexual_orientation,Rating_z_score ~ D_avg_dur,D_avg_dur
16,0.0004361810904102322,0.298075556672649,1.040610827070423,sexual_orientation,Rating_z_score ~ DH_avg_dur,DH_avg_dur
17,-0.0021211358398518275,4.003304997848329e-11,-6.609625091430136,sexual_orientation,Rating_z_score ~ EH_avg_dur,EH_avg_dur
18,0.0029132404139594103,2.9161527640953357e-156,26.999604343108995,sexual_orientation,Rating_z_score ~ EL_avg_dur,EL_avg_dur
